,Sentence,Usage,Idiom,BetweenPOS,NumOfWordsBetween,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG
1381,in this country and in other with a british-type tradition anti-urbanism still hold relative sway although perhaps significantly the chief advocate of suburban design be man,I,hold_sway,['AJ0'],1,AV0,NN1,CJS,AV0,1,26,0.4496666666666666
1382,at the turn of the twentieth century this majority rule as it be know hold sway in the us thus deny a shareholder the right to sue a director who use inside information in face to face transaction,I,hold_sway,[],0,VVN,VBD,PRP,AT0,1,38,0.45529629629629625
1383,this view no longer hold sway and health educators/promoter be increasingly turn they attention to old age group,I,hold_sway,[],0,AV0,AV0,CJC,NN1,1,18,0.3724545454545454
1384,i instinct be to put all this down to the vitiating effect of the thatcher year when proper provisionalism breadth pluralism and doubt be banish and the harsh amoral glitter of end attained-by-whatever-means hold sway,I,hold_sway,[],0,UNC,NN2,,,1,35,0.18058333333333335
1385,what be now hold sway in the super-ego be as it be a pure culture of the death instinct and in fact it often enough succeed in drive the ego into death if the latter do not fend off it tyrant in time by the change round into mania,I,hold_sway,[],0,AV0,VBZ,PRP,AT0,1,49,0.25741935483870965
1386,realism have hold sway in international relation for the last forty year,I,hold_sway,[],0,VHZ,NN1,PRP,AJ0,1,12,0.368
1387,that be why we feel justify in say that realism have hold sway for the last forty year,I,hold_sway,[],0,VHZ,NN1,PRP,AT0,1,18,0.4363333333333334
1388,a time that be when the tradition of the british way of life hold sovereign sway and the policeman 's lot be an extremely happy one,I,hold_sway,['AJ0'],1,NN1,PRF,CJC,AT0,1,26,0.5627058823529412
1389,these conclusion be very relevant because now i be very sorry to say that under pressure from a certain radicalism these deep more complex analysis be be neglect and very individual subjective view hold sway,I,hold_sway,[],0,NN2,AJ0,,,1,35,0.18342105263157896
1390,especially in south-south trade the evidence be that old notion of comparative advantage base on price elasticity still hold sway thomas 1988,I,hold_sway,[],0,AV0,NN2,NP0,CRD,1,22,0.1264
1391,with example draw from seventeenth-century england merton argue that the social utility of both science and technology be increasingly recognize where puritan value hold sway,I,hold_sway,[],0,NN2,NN1,,,1,25,0.31585714285714284
1392,a reverence for antiquity though an appropriate stance for theology be inappropriate for natural philosophy where reason and the sense hold sway,I,hold_sway,[],0,NN2,AT0,,,1,22,0.24575
1393,they administrator cease to hold any sway,I,hold_sway,['DT0'],1,TO0,VVN-VVD,,,1,7,0.35320000000000007
1394,above all it be the greek conception of democracy which hold sway until at least the time of rousseau and the social contract,I,hold_sway,[],0,DTQ,NN1,PRP,PRP,1,23,0.44733333333333325
1395,house be perhaps mistake in believe that individualist value have always hold sway in the uk,I,hold_sway,[],0,AV0,VHB,PRP,AT0,1,16,0.44258333333333333
1396,this shift go well beyond the general decline of the traditional working class in the electorate discuss below and reflect the increasing selection of more educated candidate with administrative aptitude under the condition of electoral competition and within the dominant technocratic conception of politics which have hold sway since the rise of butskellism in the mid '50s,I,hold_sway,[],0,VHD,DTQ,PRP,AT0,1,57,0.5505681818181818
1397,they lordship consider that the judge 's direction here be both helpful and procedurally acceptable and indeed subject to any practice which may hold sway in a particular jurisdiction can see absolutely no objection to incorporate similar direction in the judge 's original charge to the jury,I,hold_sway,[],0,VM0,DTQ,PRP,AT0,1,47,0.3851612903225806
1398,and even if one can see that the reason which cause the principle to be adopt provide no logical justification for such an immunity as the privilege against produce incriminating document which come into existence before any dispute arise that immunity hold sway,I,hold_sway,[],0,NN1,DT0,,,1,43,0.346923076923077
1399,samo 's empire about which little be know hold sway over the sava valley from zagreb to the julian alps and northward from ljubljana across austria bohemia and moravia into saxony,I,hold_sway,[],0,VVN,VBZ,PRP-AVP,AT0,1,31,0.20181818181818184
1400,just as the coastal city be subject throughout the century to incursion from the interior by the force of whichever power hold sway beyond the mountain byzantine hungarian serbs and turk so the tranquillity of the mediterranean climate be brutally violate from time to time by the icy blast of the bura,I,hold_sway,[],0,NN1,DTQ,PRP,AT0,1,52,0.39602702702702713
1401,here it would be a bitter mockery to spread the word of an outdated and mythical humanism in a society where mutilation subservience degeneration and anguish have never hold great sway,I,hold_sway,['AJC'],1,AV0,VHB,,,1,31,0.11605000000000001
1402,even Adomnأ،n 's reference to stranger hold sway among the dalriadic scot can not be construe as a reference to the agent of king oswiu or ecgfrith because these stranger be represent as oppress Dأ،l riata from c,I,hold_sway,[],0,NN2,PRP,PRP,AT0,1,38,0.14894444444444443
1403,this be the traditional view which hold sway for many year,I,hold_sway,[],0,DTQ,NN1,PRP,DT0,1,11,0.3682500000000001
1404,and this be the creature who be drain ireland 's heart away and this be the creature who hold sway over tara he think,I,hold_sway,[],0,PNQ,NN1,PRP,NP0,1,24,0.12672727272727274
1405,you will know of we history and you will know that we be send into that slumber many hundreds of year ago by the dark lords who hold sway in the reign of the high king cormac,I,hold_sway,[],0,PNQ,NN2,PRP,AT0,1,37,0.38866666666666677
1406,his reputedly herculean virility long remain a byword throughout the district over which he hold sway,I,hold_sway,[],0,PNP,DTQ,,,1,16,0.08781818181818182
1407,in the nineteenth century case the former test hold sway if there be no pecuniary interest the court inquire whether there be a real likelihood of bias,I,hold_sway,[],0,NN1,DT0,CJS,EX0,1,27,0.3847500000000001
1408,similarly the concept of the division of labour and organisation through specialisation still hold sway within many organisation,I,hold_sway,[],0,AV0,NN1,PRP,DT0,1,18,0.5881333333333334
1409,such silence must have hold sway for most of the day in this household of father and son,I,hold_sway,[],0,VHI,VM0,PRP,DT0,1,18,0.44876923076923075
1410,the redoubtable carmen callil who have hold sway as managing director of chatto for the past 11 year will assume a new role as publisher at large of the random house group,I,hold_sway,[],0,VHZ,PNQ,CJS,AJ0,1,32,0.3744761904761906
1411,then under the banner of islam descendant of turkish shepherd tribe storm constantinople fight under the wall of vienna subjugate the balkans and hold sway over the hejaz egypt and algiers,I,hold_sway,[],0,CJC,NP0,PRP-AVP,AT0,1,31,0.4227894736842105
1412,the same attitude hold sway in vienna,I,hold_sway,[],0,NN2,DT0,PRP,NP0,1,7,0.38633333333333336
1413,boy-proof spruce think as he feel the solidity of the place about he the product of very different value from the one currently hold sway in education,I,hold_sway,[],0,AV0,NN2,PRP,NN1,1,27,0.4336190476190476
1414,do not you know that venus hold sway over both of we,I,hold_sway,[],0,NP0,CJT,PRP-AVP,DT0,1,12,0.467
1415,yet in the coarse sensual world over which science never entirely hold sway time be always regard as devious,I,hold_sway,[],0,AV0,AV0,NN1,VBD,1,19,0.2426923076923077
1416,the conservatism which have hold sway for several generation be increasingly give way to a recognition of the aim and ideal of the peace movement particularly successful in woo middle australia,I,hold_sway,[],0,VHZ,DTQ,PRP,DT0,1,31,0.4994800000000001
1417,since indian have be unable to resolve they intra-mural debate english the language from six thousand mile away continue to hold sway,I,hold_sway,[],0,TO0,VVZ,,,1,22,0.17787500000000006
1418,the patrimony of st peter be the rather emotive name for the area subject to the pope in the immediate vicinity of rome where the people hold sway,I,hold_sway,[],0,NN0,AT0,,,1,28,0.4776999999999999
1419,i hold hold no great sway to those assumption,I,hold_sway,"['AT0', 'AJ0']",2,VVB,PNP,PRP,DT0,1,9,0.5271428571428572
1420,this be the test for remoteness of damage that hold sway until 1961,I,hold_sway,[],0,CJT,NN1,PRP,CRD,1,13,0.435875
1421,there relative seclusion and indifference to most of the doing of the western power continue to hold sway this throw into sharpe relief the completeness of the change in russia,I,hold_sway,[],0,TO0,VVD-VVN,DT0,VVD,1,30,0.6210909090909092
1422,in the nineteenth and early twentieth century this attitude still hold sway,I,hold_sway,[],0,AV0,NN1,,,1,12,0.25699999999999995
1423,all over eastern europe similar case could be find and a similar state of affair probably hold sway elsewhere,I,hold_sway,[],0,AV0,NN2,AV0,,1,19,0.10942857142857144
1424,where student esteem that there be good provision to be find in for example a local tertiary college they will vote with they foot and the argument that they should remain in a catholic sixth form solely because it be catholic hold little sway,I,hold_sway,['DT0'],1,AJ0,VBZ,,,1,44,0.1285769230769231
1425,old boy network freemasonry and chapel membership be believe to hold undue sway in the decision of some welsh council mps be tell yesterday,I,hold_sway,['AJ0'],1,TO0,VVN,PRP,AT0,1,24,0.19735294117647056
1426,he view be echo by coun david walsh committee chairman who fear the view of people live in area like lazenby and portrack stockton may not hold much sway in northallerton,I,hold_sway,['DT0'],1,XX0,VM0,PRP,NP0,1,31,0.33225000000000005
1427,the common aim be to found a second republic and to reduce or eliminate the power of the political clique who have hold sway since the fall of fascism,I,hold_sway,[],0,VHB,PNQ,PRP,AT0,1,29,0.49695454545454537
1428,the chief constable say it be clear hard-liner now hold sway within the republican movement,I,hold_sway,[],0,AV0,NN2,PRP,AT0,1,15,0.6948000000000001
1429,the prince be rather easy to keep tab on but there be always the unforeseen to disrupt even the best-laid plan,Q,keep_tab,[],0,TO0,AJC,AVP-PRP,CJC,1,21,0.33108333333333334
1430,scotland yard be lend mr porceddu 10 officer to help he to keep tab on the 100 ooligan whose name have flash up on fifa 's ticket computer,I,keep_tab,[],0,TO0,PNP,PRP,AT0,1,28,0.5105000000000001
1431,the manager play more than 100 match for the cobbler in the early seventies and live three mile from the ground he remain conveniently place to keep tab on potential signing,I,keep_tab,[],0,TO0,VVN,PRP,AJ0,1,31,0.3156818181818182
1432,the manager play more than 100 match for the cobbler in the early seventies and live three mile from the ground he remain conveniently place to keep tab on potential signing,I,keep_tab,[],0,TO0,VVN,PRP,AJ0,1,31,0.3156818181818182
1433,give the difficulty of keep tab on faraway player it come as no surprise to learn that bilardo have appeal to one of the key figure of he 1986 world cup team the 34-year-old jorge valdano to end he two-year retirement,I,keep_tab,[],0,PRF,NN2,PRP,NN1,1,41,0.5591428571428573
1434,give the difficulty of keep tab on such faraway player it come as no surprise to learn that bilardo have appeal to one of the key figure of he 1986 world cup team the 34-year-old jorge valdano to come out of he two-year retirement,I,keep_tab,[],0,PRF,NN2,PRP,DT0,1,44,0.5311000000000001
1435,it be just a method of keep tab on where you be and how you be do,I,keep_tab,[],0,PRF,NN1,PRP-AVP,AVQ,1,17,0.3498333333333334
1436,although so little be hear from they those who keep tab on they be convinced that they be slowly fade away,I,keep_tab,[],0,PNQ,DT0,PRP,PNP,1,21,-0.2832857142857143
1437,and they go on to explain that they keep tab on the injured who they rescue until they either leave hospital or die,I,keep_tab,[],0,PNP,CJT,PRP,AT0,1,23,0.25372727272727275
1438,and all the while we monitor to keep tab on what be happen and to get the feedback we need to make in-flight adjustment,I,keep_tab,[],0,TO0,VVB,PRP,DTQ,1,24,0.47766666666666663
1439,all this should be control and monitor by a system which keep tab on the state of the reactor and respond when a fault occur,I,keep_tab,[],0,DTQ,NN1,PRP,AT0,1,25,0.3076153846153846
1440,in addition with co-process the order of the day at sellafield it be prove very difficult to keep tab on who have what grade of plutonium where at any given moment,I,keep_tab,[],0,TO0,AJ0,PRP,PNQ,2,31,0.33188888888888884
1441,they lack the stamina and the courage to keep close tab on the mountain he say,I,keep_tab,['AJ0'],1,TO0,NN1,PRP,AT0,1,16,0.5149166666666668
1442,loft 's former director larry leach be now in britain keep tab on the sizewell inquiry for the us government,I,keep_tab,[],0,NP0,PRP,PRP,AT0,1,20,0.40990000000000004
1443,on the other hand there be in some people 's opinion sinister overtone of be able to keep tab on a person 's movement though how that differ from the present system i be not quite sure,I,keep_tab,[],0,TO0,AJ0,PRP,AT0,1,37,0.4780526315789474
1444,however much i might want to keep tab on he bump into he several time a day in the corridor hardly seem the good route to anonymity,I,keep_tab,[],0,TO0,VVI,PRP,PNP,2,27,0.27658823529411763
1445,the bt azure have a security lock a hand-signal strength indicator and a dual-function timer to help you keep tab on individual call and you total calling time,I,keep_tab,[],0,PNP,VVI,PRP,AJ0,2,28,0.4307857142857143
1446,led alongside certain button indicate which mode of operation have be select and these do help in keep tab on what be happen during programming,I,keep_tab,[],0,PRP-AVP,VVI,PRP,DTQ,1,25,0.43937500000000007
1447,paul allen 's 21st-minute winner be the only entry on i score card but the chap from the wbc keep tab on nigel benn and nicky piper down the road at ally pally would have have a much busy afternoon,I,keep_tab,[],0,NP0,AT0,PRP,NP0,1,40,0.3184
1448,they track every piece of hardware we get up there just as we keep tab on theirs,I,keep_tab,[],0,PNP,CJS,PRP,PNP,1,17,0.322
1449,i rather innocent trust crumble when i realize that as far as the police be concerned i be little good than a criminal on whom they must keep tab,I,keep_tab,[],0,VM0,PNP,,,1,29,0.01015384615384616
